Influencer_ID,Followers,Engagement_Rate,Growth_Rate,Niche,Video_Quality,Avg_Views_per_Post,Sponsorship_Status
2376,1292210,0.188,0.003,Travel,SD,5090,1
2377,2644061,0.069,0.02,Tech,SD,185672,0
2378,3585197,0.175,0.045,Fashion,SD,273554,0
2379,312955,0.155,0.013,Gaming,4K,163548,1
2380,2128599,0.057,0.011,Travel,SD,284218,0
2381,2226198,0.017,0.049,Food,4K,172224,0
2382,4934594,0.029,0.002,Beauty,4K,481968,0
2383,1566070,0.148,0.04,Fitness,HD,33930,0
2384,3832342,0.048,0.017,Fitness,HD,467451,0
2385,4836451,0.081,0.003,Gaming,SD,318271,1
2386,4383794,0.105,0.046,Tech,HD,258135,1
2387,4699713,0.148,0.008,Fitness,SD,52739,1
2388,3791328,0.032,0.028,Fitness,HD,316557,0
2389,4711899,0.087,0.014,Education,SD,361616,1
2390,3897892,0.102,0.004,Fitness,HD,355920,1
2391,4858993,0.113,0.003,Fitness,HD,403193,0
2392,2264089,0.165,0.007,Gaming,4K,53272,1
2393,3463092,0.043,0.004,Education,HD,66196,1
2394,4438610,0.163,0.038,Travel,HD,174930,0
2395,3240536,0.142,0.025,Fashion,SD,175777,0
2396,2327133,0.116,0.018,Fashion,4K,465712,1
2397,1740461,0.143,0.022,Tech,SD,456092,0
2398,2151224,0.088,0.047,Travel,HD,213509,1
2399,4003713,0.036,0.046,Beauty,SD,363481,0
2400,588100,0.136,0.036,Food,4K,416610,0
2401,3416871,0.11,0.044,Fashion,SD,365394,1
2402,2382732,0.131,0.017,Food,HD,191491,0
2403,1878971,0.074,0.02,Fashion,SD,497574,1
2404,4964401,0.182,0.031,Education,HD,376216,0
2405,2350316,0.122,0.032,Fashion,4K,240385,0
2406,4042059,0.026,0.025,Education,4K,265562,0
2407,2867757,0.095,0.021,Education,SD,112183,0
2408,1337921,0.154,0.049,Tech,4K,288273,0
2409,2248939,0.161,0.041,Fitness,SD,17199,1
2410,4355685,0.104,0.022,Tech,HD,375080,1
2411,1578969,0.18,0.037,Education,SD,316628,1
2412,3935999,0.061,0.014,Education,HD,314007,0
2413,4264224,0.088,0.006,Fashion,4K,269713,1
2414,2748176,0.181,0.018,Travel,HD,107315,1
2415,3029149,0.18,0.021,Fitness,HD,448001,0
2416,2639509,0.14,0.002,Travel,HD,105226,0
2417,3652387,0.173,0.041,Travel,HD,332707,0
2418,2105683,0.027,0.019,Travel,HD,281743,0
2419,2528419,0.174,0.029,Fitness,SD,451693,1
2420,1712672,0.071,0.005,Travel,HD,16122,0
2421,3213883,0.044,0.01,Fitness,HD,419997,1
2422,3029631,0.055,0.045,Food,HD,302077,0
2423,2572165,0.089,0.031,Education,HD,40375,0
2424,1779539,0.058,0.048,Beauty,HD,212639,0
2425,4025733,0.071,0.05,Fashion,HD,392025,1
2426,4860221,0.036,0.019,Gaming,4K,136704,0
2427,1415022,0.066,0.016,Travel,SD,95432,1
2428,3802250,0.119,0.043,Tech,HD,320660,0
2429,953246,0.094,0.05,Food,SD,174811,1
2430,20675,0.076,0.032,Tech,4K,61391,1
2431,74997,0.152,0.04,Gaming,4K,369610,1
2432,968561,0.18,0.039,Fitness,HD,355987,0
2433,1999671,0.154,0.018,Gaming,SD,40050,0
2434,487799,0.073,0.029,Tech,HD,117795,0
2435,4950982,0.151,0.042,Education,4K,249592,1
2436,2239057,0.039,0.035,Education,4K,289840,0
2437,4465344,0.035,0.002,Gaming,SD,213101,0
2438,2410029,0.076,0.017,Education,HD,316493,0
2439,3922451,0.163,0.008,Fashion,SD,223066,0
2440,567088,0.057,0.012,Gaming,SD,310002,1
2441,1763999,0.022,0.045,Travel,4K,40013,1
2442,659003,0.035,0.003,Fashion,SD,235510,0
2443,2401081,0.173,0.012,Travel,4K,242443,1
2444,806113,0.13,0.016,Beauty,HD,170600,1
2445,2464160,0.058,0.031,Beauty,SD,343125,0
2446,934396,0.116,0.027,Gaming,SD,476821,1
2447,3163801,0.11,0.012,Fashion,HD,89415,1
2448,4035464,0.135,0.009,Education,SD,387434,0
2449,1604546,0.054,0.013,Fashion,HD,39377,1
2450,2093101,0.174,0.026,Beauty,4K,154397,0
2451,1960310,0.069,0.014,Gaming,4K,66951,0
2452,1457081,0.142,0.047,Food,SD,24348,1
2453,116359,0.013,0.024,Fitness,4K,407385,1
2454,2164859,0.081,0.004,Fitness,4K,272519,1
2455,4446655,0.077,0.037,Fitness,HD,343033,0
2456,3736444,0.113,0.017,Education,4K,330605,1
2457,3542483,0.024,0.033,Fashion,4K,98476,0
2458,2593631,0.16,0.015,Education,4K,426909,0
2459,1685351,0.051,0.029,Beauty,HD,100591,0
2460,1513760,0.139,0.039,Fitness,SD,494604,0
2461,1463436,0.163,0.046,Beauty,HD,234524,0
2462,3558689,0.117,0.014,Fashion,SD,17052,1
2463,4447228,0.151,0.017,Beauty,SD,164854,1
2464,2881593,0.136,0.024,Food,4K,167775,1
2465,1864236,0.078,0.046,Education,4K,391326,1
2466,2347582,0.164,0.045,Gaming,HD,234401,0
2467,3574465,0.066,0.005,Beauty,HD,216108,1
2468,3768255,0.119,0.007,Beauty,HD,96838,1
2469,1600792,0.152,0.025,Gaming,4K,76605,0
2470,4475770,0.082,0.006,Fashion,SD,353446,1
2471,451930,0.068,0.018,Fashion,HD,331384,0
2472,4748647,0.097,0.008,Education,SD,73801,0
2473,2403187,0.165,0.032,Beauty,4K,469948,0
2474,3499408,0.187,0.048,Food,4K,418644,1
2475,2366600,0.114,0.05,Fitness,4K,442626,1
2476,3678361,0.136,0.019,Food,4K,15179,0
2477,3039915,0.182,0.03,Gaming,SD,99921,0
2478,92006,0.029,0.043,Gaming,SD,34673,1
2479,4152785,0.054,0.007,Travel,HD,307543,1
2480,4079584,0.145,0.035,Fitness,SD,310509,0
2481,4324654,0.167,0.021,Beauty,SD,38682,0
2482,689725,0.173,0.011,Gaming,SD,39609,1
2483,2904030,0.089,0.021,Travel,HD,135746,0
2484,789768,0.027,0.005,Fashion,SD,410777,0
2485,207487,0.093,0.035,Gaming,SD,107546,0
2486,3638820,0.054,0.013,Tech,SD,222503,1
2487,3285321,0.065,0.016,Fitness,4K,459465,1
2488,679841,0.157,0.007,Travel,SD,231542,0
2489,2940302,0.024,0.043,Fitness,HD,66024,0
2490,3453501,0.167,0.025,Fitness,HD,193680,0
2491,46232,0.091,0.029,Tech,HD,341456,0
2492,2446840,0.123,0.029,Food,HD,206193,0
2493,1380904,0.027,0.021,Fashion,4K,381586,0
2494,3850033,0.074,0.01,Fitness,HD,373216,0
2495,1438188,0.027,0.038,Gaming,4K,422197,0
2496,1657321,0.193,0.007,Education,4K,52438,1
2497,539645,0.163,0.006,Fashion,4K,162848,1
2498,1572951,0.097,0.036,Gaming,HD,483849,0
2499,4526121,0.052,0.011,Fashion,HD,327494,0
2500,2830455,0.187,0.016,Beauty,4K,388837,0
2501,2504292,0.075,0.024,Fashion,4K,481496,1
2502,2191421,0.041,0.023,Travel,HD,424317,0
2503,3367823,0.117,0.036,Gaming,SD,493281,0
2504,2611469,0.189,0.032,Education,SD,50824,1
2505,2168354,0.011,0.033,Gaming,SD,152836,1
2506,1098353,0.055,0.036,Beauty,HD,342070,0
2507,4386010,0.188,0.015,Fashion,HD,440028,0
2508,4819750,0.043,0.017,Fitness,4K,43352,1
2509,4992536,0.032,0.022,Education,HD,441623,1
2510,825255,0.118,0.016,Gaming,HD,118003,0
2511,3472750,0.174,0.049,Beauty,HD,152630,1
2512,4476156,0.101,0.041,Education,4K,344301,0
2513,2766331,0.199,0.009,Tech,4K,366144,1
2514,589158,0.139,0.001,Tech,SD,299996,0
2515,2631723,0.024,0.003,Fashion,SD,267665,1
2516,3832661,0.199,0.013,Food,HD,285258,1
2517,866139,0.087,0.007,Fashion,HD,321775,0
2518,1579638,0.065,0.027,Beauty,4K,174522,1
2519,3767484,0.116,0.043,Fashion,SD,111313,0
2520,2902717,0.068,0.037,Fitness,SD,174992,0
2521,2212738,0.026,0.012,Fitness,SD,3131,0
2522,290768,0.01,0.021,Travel,HD,137917,1
2523,2640929,0.095,0.026,Beauty,HD,369044,0
2524,3134211,0.169,0.041,Food,HD,48174,1
2525,2269185,0.119,0.042,Education,4K,392967,1
2526,3228544,0.2,0.046,Beauty,SD,27344,0
2527,1727199,0.065,0.026,Beauty,4K,72336,0
2528,4471013,0.063,0.035,Food,SD,366792,1
2529,4369327,0.04,0.006,Beauty,HD,477812,1
2530,444945,0.041,0.029,Food,4K,268006,0
2531,22253,0.064,0.013,Food,4K,270741,0
2532,3604110,0.161,0.022,Food,HD,137171,0
2533,2277787,0.182,0.032,Beauty,SD,222560,0
2534,2255614,0.195,0.014,Beauty,SD,178945,0
2535,3853666,0.054,0.004,Fashion,SD,4758,0
2536,951162,0.177,0.002,Beauty,SD,91566,0
2537,1275634,0.072,0.002,Fashion,HD,184843,0
2538,2756063,0.031,0.001,Travel,HD,334820,1
2539,1229807,0.175,0.006,Tech,HD,37556,1
2540,123775,0.131,0.013,Tech,HD,279905,0
2541,4515276,0.041,0.012,Travel,4K,381817,1
2542,4464158,0.092,0.049,Travel,4K,52196,0
2543,415600,0.065,0.016,Gaming,4K,169399,1
2544,2270070,0.15,0.007,Fashion,HD,277785,1
2545,4414359,0.096,0.028,Food,SD,420468,1
2546,2034901,0.198,0.043,Education,4K,89584,0
2547,2832569,0.02,0.034,Gaming,4K,101404,0
2548,1449763,0.077,0.016,Fitness,HD,475154,0
2549,2520507,0.102,0.029,Fashion,SD,93719,0
2550,1257715,0.106,0.036,Beauty,SD,53180,0
2551,81257,0.07,0.037,Travel,SD,19292,0
2552,1527534,0.149,0.034,Tech,HD,431344,1
2553,825143,0.176,0.044,Fashion,SD,371113,0
2554,3015938,0.188,0.044,Travel,4K,315744,0
2555,3803986,0.163,0.029,Education,4K,124618,0
2556,4723727,0.172,0.022,Education,4K,199442,0
2557,372616,0.115,0.032,Fashion,HD,394483,1
2558,1961155,0.167,0.041,Beauty,SD,490896,0
2559,3625064,0.068,0.001,Fashion,HD,289636,0
2560,776158,0.086,0.05,Beauty,SD,391112,0
2561,2711527,0.07,0.01,Fashion,HD,30070,1
2562,1769967,0.099,0.024,Fitness,4K,196269,0
2563,917383,0.064,0.044,Tech,HD,208845,1
2564,280215,0.193,0.012,Fashion,HD,472624,0
2565,2844236,0.069,0.024,Travel,HD,486137,1
2566,3738859,0.029,0.007,Fitness,4K,120071,0
2567,274349,0.11,0.02,Education,HD,86626,0
2568,4119893,0.021,0.01,Gaming,HD,368033,0
2569,1961584,0.031,0.019,Fashion,4K,324224,0
2570,3734003,0.052,0.019,Beauty,SD,263388,0
2571,1417207,0.098,0.05,Fitness,HD,224266,0
2572,579688,0.092,0.05,Food,4K,152130,0
2573,4227156,0.162,0.007,Gaming,HD,190433,0
2574,2475653,0.151,0.037,Tech,4K,294903,1
2575,3203209,0.091,0.004,Fashion,SD,248816,1
2576,4228995,0.073,0.002,Fashion,SD,415166,0
2577,4589645,0.07,0.006,Fitness,HD,319593,0
2578,533726,0.157,0.048,Education,4K,168501,0
2579,3953255,0.02,0.047,Tech,SD,47089,0
2580,3818242,0.012,0.011,Food,SD,258435,1
2581,4991488,0.161,0.009,Gaming,4K,337766,1
2582,240968,0.101,0.013,Travel,HD,394002,0
2583,289963,0.035,0.026,Tech,SD,462499,0
2584,2593536,0.055,0.029,Fashion,SD,491226,1
2585,2976635,0.187,0.012,Fitness,SD,175134,0
2586,3302017,0.173,0.038,Food,HD,202207,0
2587,520165,0.145,0.016,Fitness,SD,279031,1
2588,4415084,0.102,0.046,Gaming,4K,377009,0
2589,3441866,0.109,0.033,Beauty,HD,22819,0
2590,3879363,0.195,0.022,Beauty,SD,131983,1
2591,3244484,0.193,0.04,Tech,4K,283373,0
2592,3025243,0.051,0.041,Fitness,4K,86147,1
2593,1028557,0.164,0.015,Travel,HD,374746,0
2594,1997170,0.047,0.018,Travel,4K,278348,1
2595,3889577,0.051,0.047,Beauty,HD,403825,1
2596,1207123,0.138,0.009,Beauty,HD,460608,0
2597,1617596,0.087,0.003,Fitness,HD,424888,1
2598,1786559,0.187,0.023,Education,4K,205457,1
2599,309449,0.027,0.04,Fashion,HD,411700,0
2600,3848125,0.107,0.039,Fitness,HD,159032,1
2601,534634,0.185,0.046,Food,4K,122345,1
2602,3933747,0.182,0.027,Tech,HD,130817,0
2603,191237,0.04,0.006,Gaming,SD,432190,0
2604,857047,0.08,0.03,Education,4K,44949,0
2605,4624636,0.128,0.039,Travel,4K,120747,0
2606,4416677,0.04,0.006,Education,4K,138768,0
2607,1407368,0.194,0.009,Fitness,SD,480709,0
2608,846474,0.184,0.002,Food,HD,314178,0
2609,4566537,0.042,0.03,Education,4K,14049,0
2610,1225744,0.033,0.044,Beauty,4K,10321,0
2611,4863894,0.026,0.034,Travel,4K,36064,0
2612,3348769,0.183,0.049,Education,SD,273717,0
2613,2132018,0.047,0.004,Travel,SD,7782,1
2614,3252128,0.089,0.045,Gaming,SD,236827,0
2615,4630375,0.095,0.041,Travel,HD,192718,0
2616,3490429,0.124,0.016,Education,HD,412905,0
2617,2509426,0.024,0.049,Food,SD,496100,0
2618,2532086,0.053,0.015,Travel,HD,372610,0
2619,295746,0.187,0.045,Travel,SD,206355,1
2620,4353892,0.183,0.044,Fitness,HD,11271,0
2621,1703159,0.158,0.038,Fitness,HD,324136,1
2622,3758985,0.014,0.029,Beauty,SD,437441,0
2623,3803177,0.072,0.007,Tech,4K,153806,0
2624,2004426,0.129,0.027,Fashion,4K,220854,1
2625,3352463,0.062,0.018,Food,HD,34596,1
2626,124950,0.183,0.04,Fashion,HD,12736,1
2627,4524942,0.13,0.038,Fashion,HD,52044,1
2628,4795821,0.024,0.046,Travel,HD,298565,0
2629,1154224,0.183,0.002,Education,HD,287220,1
2630,4233851,0.192,0.041,Beauty,HD,131738,0
2631,2651235,0.025,0.047,Gaming,SD,146224,1
2632,4741039,0.111,0.04,Education,4K,413354,0
2633,1741534,0.068,0.007,Education,4K,480696,0
2634,3892839,0.085,0.005,Gaming,SD,15733,1
2635,1305766,0.044,0.002,Travel,SD,264529,0
2636,2304554,0.12,0.032,Beauty,4K,54020,0
2637,3399147,0.192,0.032,Food,4K,227472,0
2638,4949409,0.106,0.049,Fashion,HD,211816,1
2639,4021120,0.026,0.021,Tech,4K,499549,1
2640,2947862,0.128,0.017,Beauty,HD,99703,1
2641,2677517,0.075,0.032,Fashion,HD,428732,1
2642,4308086,0.173,0.041,Gaming,4K,110259,0
2643,628220,0.093,0.047,Fashion,HD,200520,0
2644,444316,0.047,0.04,Fitness,HD,458526,0
2645,3518741,0.046,0.022,Fitness,SD,143341,0
2646,3457653,0.156,0.032,Tech,4K,475199,0
2647,476595,0.06,0.043,Food,SD,436863,0
2648,1466744,0.156,0.025,Fashion,HD,138021,0
2649,1889806,0.049,0.012,Fitness,HD,435895,1
2650,3245424,0.071,0.009,Food,SD,233008,0
2651,2149091,0.098,0.001,Beauty,SD,106959,1
2652,3962676,0.189,0.036,Beauty,SD,270780,1
2653,1761462,0.187,0.006,Fitness,HD,230235,1
2654,2239673,0.049,0.013,Food,4K,334630,1
2655,1624154,0.078,0.016,Food,HD,305643,0
2656,4059848,0.038,0.028,Fitness,SD,90067,1
2657,3481826,0.107,0.02,Travel,4K,293696,1
2658,810178,0.098,0.034,Gaming,SD,454997,0
2659,4778402,0.181,0.004,Food,HD,405062,1
2660,4671817,0.187,0.007,Beauty,4K,189249,0
2661,2563605,0.083,0.025,Travel,4K,277496,0
2662,722037,0.103,0.018,Fashion,HD,378062,0
2663,3233244,0.18,0.015,Travel,SD,335247,1
2664,2800250,0.163,0.004,Fitness,SD,425201,1
2665,1022469,0.011,0.045,Travel,SD,206797,1
2666,2382306,0.071,0.035,Gaming,HD,477053,1
2667,2893371,0.09,0.007,Fitness,SD,368715,0
2668,1813336,0.054,0.004,Tech,4K,24772,0
2669,4334848,0.048,0.049,Fashion,SD,397479,1
2670,464001,0.017,0.034,Beauty,SD,59587,0
2671,3181246,0.132,0.021,Tech,4K,498948,0
2672,2152061,0.06,0.035,Travel,4K,317492,0
2673,3951511,0.02,0.038,Food,SD,30575,0
2674,2823136,0.054,0.039,Travel,4K,291336,1
2675,516693,0.162,0.024,Education,HD,92585,0
2676,2637722,0.172,0.022,Beauty,4K,329058,1
2677,240017,0.102,0.002,Beauty,HD,160420,1
2678,415994,0.089,0.046,Education,4K,382814,0
2679,942768,0.196,0.031,Food,HD,227849,0
2680,1841083,0.048,0.011,Tech,HD,19768,0
2681,1077941,0.051,0.046,Tech,SD,388531,1
2682,466982,0.065,0.046,Food,4K,338967,0
2683,2539568,0.043,0.049,Gaming,4K,117485,0
2684,274146,0.082,0.044,Education,4K,173192,1
2685,1165795,0.183,0.05,Fashion,HD,490923,0
2686,1390330,0.127,0.013,Fitness,SD,77372,1
2687,2678747,0.088,0.042,Education,4K,355918,1
2688,2410381,0.188,0.041,Tech,SD,472739,0
2689,4753820,0.019,0.012,Fashion,SD,302783,1
2690,3571599,0.05,0.006,Fitness,HD,446853,0
2691,2944295,0.118,0.049,Travel,4K,296681,1
2692,3284616,0.127,0.016,Fitness,SD,78934,1
2693,78175,0.018,0.044,Tech,4K,149250,0
2694,2686747,0.087,0.001,Gaming,4K,436767,0
2695,2079808,0.133,0.002,Gaming,4K,18641,1
2696,1358453,0.143,0.024,Fashion,SD,469408,0
2697,3012786,0.131,0.013,Travel,HD,286804,1
2698,96028,0.071,0.035,Fashion,HD,406551,0
2699,1559242,0.028,0.029,Food,SD,9883,0
2700,4686754,0.091,0.005,Gaming,4K,105382,1
2701,4320453,0.034,0.009,Fashion,4K,156136,0
2702,4949008,0.19,0.02,Food,HD,370193,1
2703,164834,0.1,0.01,Travel,SD,216333,0
2704,2368555,0.07,0.04,Beauty,SD,432200,0
2705,1230787,0.156,0.021,Fitness,HD,52056,1
2706,3013359,0.105,0.006,Fashion,SD,479198,0
2707,1326569,0.069,0.025,Food,SD,421996,1
2708,1417828,0.164,0.005,Gaming,HD,174354,1
2709,2415165,0.175,0.007,Education,HD,444139,1
2710,3209823,0.138,0.013,Fitness,SD,157867,1
2711,3626654,0.019,0.043,Fashion,SD,320240,0
2712,286711,0.118,0.046,Gaming,HD,98736,1
2713,1124389,0.155,0.041,Beauty,HD,376068,0
2714,576919,0.036,0.017,Fitness,4K,232644,0
2715,3332106,0.053,0.014,Tech,SD,360789,0
2716,853746,0.178,0.028,Gaming,SD,245617,0
2717,423381,0.014,0.036,Tech,HD,337931,1
2718,977433,0.153,0.05,Travel,HD,450669,0
2719,4655548,0.1,0.007,Fashion,4K,468180,0
2720,2672252,0.095,0.003,Beauty,4K,334322,0
2721,4901164,0.011,0.035,Food,HD,308599,0
2722,1521943,0.166,0.042,Fashion,SD,313724,1
2723,402067,0.078,0.042,Gaming,4K,344437,0
2724,461796,0.113,0.034,Tech,HD,196502,0
2725,4990904,0.139,0.048,Education,HD,416366,0
2726,1005001,0.143,0.026,Tech,HD,366361,0
2727,313023,0.192,0.046,Fitness,SD,416928,0
2728,3206599,0.111,0.048,Fashion,HD,330370,0
2729,4687166,0.086,0.043,Fashion,HD,198110,0
2730,3178902,0.191,0.016,Gaming,SD,43382,0
2731,756111,0.132,0.011,Education,HD,23538,0
2732,2321715,0.067,0.028,Tech,HD,336274,1
2733,2235805,0.034,0.023,Gaming,4K,285095,0
2734,4305459,0.17,0.044,Gaming,HD,200860,1
2735,1900054,0.079,0.006,Travel,SD,55852,1
2736,3458550,0.135,0.014,Tech,4K,21021,0
2737,1551184,0.099,0.038,Gaming,HD,326952,1
2738,4175482,0.048,0.006,Tech,SD,446570,1
2739,3274523,0.124,0.017,Gaming,HD,224876,1
2740,89668,0.022,0.02,Education,4K,121131,0
2741,2835837,0.089,0.032,Food,SD,487662,0
2742,3620348,0.114,0.009,Education,4K,299850,0
2743,1925914,0.093,0.043,Education,SD,332607,0
2744,4011162,0.152,0.023,Gaming,SD,126907,1
2745,4748395,0.167,0.046,Education,HD,399272,1
2746,2771742,0.157,0.024,Education,SD,369480,0
2747,2771374,0.017,0.014,Education,SD,281416,1
2748,3583299,0.047,0.008,Gaming,HD,159635,1
2749,3046915,0.112,0.001,Beauty,SD,367940,0
2750,271914,0.188,0.027,Food,SD,23209,0
2751,4110803,0.169,0.006,Fashion,SD,182424,0
2752,363455,0.17,0.02,Tech,SD,474571,1
2753,4475017,0.068,0.03,Beauty,HD,399099,1
2754,1035586,0.092,0.015,Fitness,HD,263877,0
2755,1747688,0.099,0.01,Food,4K,289790,0
2756,3101581,0.04,0.039,Beauty,SD,129705,1
2757,2662637,0.016,0.047,Education,HD,128943,1
2758,3673277,0.19,0.006,Fashion,SD,314094,0
2759,2085504,0.056,0.009,Gaming,HD,156285,0
2760,4158137,0.056,0.048,Travel,4K,175330,1
2761,2255736,0.026,0.003,Fashion,SD,342969,0
2762,3022372,0.186,0.049,Food,4K,200038,0
2763,2389229,0.12,0.001,Travel,4K,471364,1
2764,3122881,0.137,0.044,Gaming,4K,275018,0
2765,4855042,0.183,0.016,Fashion,HD,51485,1
2766,2472378,0.076,0.047,Fitness,SD,293656,0
2767,3831121,0.128,0.017,Tech,HD,84559,0
2768,3563944,0.017,0.033,Tech,HD,287427,0
2769,1354324,0.045,0.005,Food,SD,409279,0
2770,3373455,0.168,0.013,Beauty,SD,305837,0
2771,4269173,0.156,0.039,Gaming,SD,261704,1
2772,870807,0.077,0.027,Gaming,SD,272686,0
2773,4397720,0.082,0.046,Tech,HD,59531,1
2774,4071028,0.111,0.022,Fashion,SD,43663,0
2775,2665496,0.01,0.044,Gaming,SD,351000,0
2776,2873176,0.056,0.023,Fitness,SD,359432,0
2777,1370277,0.05,0.049,Fitness,4K,395924,1
2778,750971,0.058,0.048,Gaming,SD,237429,0
2779,2594659,0.163,0.017,Gaming,SD,14296,0
2780,4167233,0.063,0.044,Tech,HD,497642,1
2781,4461276,0.046,0.043,Food,4K,91462,0
2782,4076837,0.106,0.011,Tech,HD,416386,0
2783,1343057,0.174,0.032,Food,4K,286964,0
2784,2234706,0.056,0.005,Education,HD,282718,1
2785,486757,0.025,0.042,Fitness,HD,28431,0
2786,2055376,0.078,0.01,Food,SD,281637,1
2787,2280176,0.152,0.004,Tech,SD,55830,1
2788,1186111,0.115,0.021,Gaming,4K,426707,1
2789,4962828,0.165,0.029,Food,4K,277647,0
2790,2393919,0.192,0.043,Tech,4K,179068,1
2791,1501948,0.161,0.049,Fitness,SD,15243,0
2792,4108834,0.125,0.023,Travel,HD,446642,0
2793,2409630,0.104,0.004,Education,4K,124791,0
2794,1595918,0.018,0.038,Food,SD,342187,1
2795,4669170,0.197,0.029,Fitness,SD,24800,0
2796,2703994,0.083,0.023,Fitness,HD,111388,0
2797,2705716,0.039,0.016,Fashion,HD,107318,1
2798,4903444,0.137,0.026,Travel,SD,213283,0
2799,193512,0.064,0.018,Food,HD,72009,0
2800,3715379,0.121,0.038,Tech,HD,10203,1
2801,4386724,0.121,0.028,Food,SD,491565,1
2802,4905948,0.095,0.044,Food,4K,215578,0
2803,1550420,0.169,0.028,Travel,4K,488428,0
2804,2076915,0.06,0.013,Beauty,SD,196586,1
2805,3349924,0.095,0.043,Fitness,4K,220388,0
2806,3346647,0.112,0.028,Fitness,SD,352047,0
2807,3901379,0.136,0.011,Fitness,SD,434147,1
2808,3805409,0.159,0.032,Fitness,HD,56936,0
2809,2965932,0.085,0.019,Travel,4K,284489,0
2810,648341,0.133,0.042,Tech,SD,82277,0
2811,1521982,0.039,0.023,Gaming,4K,35555,0
2812,3330693,0.187,0.037,Fashion,4K,402594,1
2813,3999422,0.083,0.006,Beauty,4K,10709,0
2814,1202838,0.149,0.02,Beauty,SD,59312,0
2815,2165563,0.014,0.049,Education,HD,94535,1
2816,4480825,0.049,0.041,Fitness,4K,365783,0
2817,3586681,0.103,0.009,Education,SD,255448,1
2818,4409285,0.177,0.015,Fitness,4K,363482,0
2819,4976230,0.11,0.017,Fashion,HD,142576,1
2820,2385291,0.187,0.033,Fitness,4K,251790,0
2821,2096588,0.102,0.038,Gaming,SD,358767,0
2822,2656982,0.103,0.038,Beauty,4K,427106,0
2823,4205955,0.033,0.026,Food,4K,28900,1
2824,3245967,0.163,0.041,Fashion,4K,339155,1
2825,2986696,0.057,0.022,Beauty,HD,78621,1
2826,438625,0.181,0.007,Tech,4K,116263,0
2827,3302106,0.183,0.029,Beauty,SD,138448,0
2828,1373070,0.189,0.048,Fashion,4K,441820,1
2829,2431721,0.109,0.04,Gaming,4K,385827,1
2830,2594726,0.139,0.029,Travel,4K,472851,1
2831,4019280,0.158,0.033,Tech,HD,353419,0
2832,2543017,0.035,0.047,Food,SD,306550,0
2833,4451252,0.124,0.022,Fitness,4K,120425,0
2834,1571057,0.017,0.017,Fashion,SD,20878,0
2835,862069,0.105,0.049,Tech,SD,27068,1
2836,857626,0.039,0.043,Fashion,HD,257947,1
2837,2162352,0.045,0.017,Food,SD,359690,0
2838,107022,0.079,0.024,Fashion,4K,494714,0
2839,2800131,0.092,0.021,Education,HD,217796,0
2840,4976045,0.128,0.008,Beauty,HD,249458,1
2841,3208796,0.024,0.048,Beauty,SD,87832,1
2842,471529,0.106,0.021,Tech,HD,107514,0
2843,2984516,0.045,0.044,Gaming,SD,31296,1
2844,162445,0.119,0.01,Travel,SD,480069,0
2845,3835242,0.131,0.028,Tech,HD,195922,0
2846,3283831,0.116,0.002,Fashion,4K,55561,1
2847,4419909,0.15,0.038,Food,SD,76097,1
2848,685029,0.074,0.029,Beauty,HD,24901,1
2849,511370,0.155,0.032,Fitness,HD,135382,0
2850,1753374,0.092,0.004,Fitness,SD,361860,0
2851,4416276,0.102,0.011,Food,SD,352006,0
2852,4000694,0.133,0.005,Fashion,SD,5402,0
2853,3309505,0.013,0.015,Travel,SD,255767,0
2854,209944,0.134,0.032,Education,4K,194306,0
2855,2826494,0.128,0.029,Food,4K,262066,0
2856,1362303,0.069,0.031,Fashion,4K,347792,0
2857,4202765,0.026,0.028,Tech,4K,312367,1
2858,2895100,0.027,0.014,Travel,HD,323243,1
2859,4667805,0.185,0.013,Education,SD,207771,1
2860,1198162,0.141,0.008,Education,HD,276611,0
2861,1047161,0.034,0.043,Gaming,HD,375956,0
2862,4689482,0.078,0.031,Fashion,4K,172108,0
2863,1780685,0.123,0.01,Education,HD,136707,0
2864,1898501,0.169,0.01,Fitness,4K,325009,0
2865,4755619,0.018,0.044,Fitness,SD,80108,0
2866,674218,0.055,0.037,Beauty,4K,348597,1
2867,3886250,0.179,0.033,Travel,SD,378971,1
2868,604291,0.012,0.021,Education,4K,334623,0
2869,4903059,0.048,0.014,Gaming,HD,103646,1
2870,2662198,0.192,0.049,Fashion,HD,415641,0
2871,2180431,0.127,0.04,Gaming,4K,227110,1
2872,4210738,0.06,0.016,Beauty,SD,102831,1
2873,720407,0.023,0.043,Tech,SD,31493,1
2874,2539143,0.015,0.038,Gaming,4K,197368,0
2875,338913,0.057,0.016,Tech,HD,128738,0
2876,3916770,0.177,0.022,Fitness,SD,337307,0
2877,329821,0.089,0.01,Tech,4K,248057,0
2878,2181707,0.147,0.006,Fashion,SD,49983,1
2879,1702243,0.184,0.036,Travel,HD,234086,1
2880,3888008,0.088,0.014,Travel,SD,156415,1
2881,1813375,0.046,0.041,Fashion,4K,117247,0
2882,3628447,0.108,0.05,Fashion,SD,492092,1
2883,3616652,0.183,0.005,Fashion,SD,38379,0
2884,69803,0.163,0.024,Food,HD,462173,0
2885,808744,0.023,0.04,Education,HD,240521,1
2886,749736,0.142,0.04,Beauty,HD,266532,0
2887,700539,0.119,0.038,Tech,HD,328357,0
2888,246404,0.182,0.018,Education,4K,444867,0
